Path,Author,Modifier,DateCreated,DateSaved
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS, ,2/11/2008 10:11,1/15/2010 8:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 710_Immunization Summary.xls,Robert Wathondu,sam,2/7/2008 14:06,7/1/2009 20:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/15/2010 8:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/DISTRICT WORKLOAD MOH 717.xls,D. Muania, ,8/10/2005 10:27,1/15/2010 8:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel, ,1/29/2010 16:35,3/8/2011 12:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 105_Service Delivery Summary.xls,Robert Wathondu,HMIS,2/7/2008 13:50,4/21/2008 12:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS, ,2/11/2008 10:11,1/14/2009 9:16
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 717 Service Statistics- Workload.xls,D. Muania,gichuhi,8/10/2005 10:27,7/13/2011 6:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,gichuhi,1/27/2008 13:30,7/13/2011 6:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,3/8/2011 12:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,DHRIO IMENTI SOUTH,2/7/2008 13:50,7/15/2010 20:19
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,MOH,1/27/2008 13:30,7/17/2008 11:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,gichuhi,1/29/2010 16:35,7/13/2011 8:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,DHRIO IMENTI SOUTH,8/9/2005 5:07,1/12/2011 19:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 19:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,RECORDS,1/27/2008 13:30,3/21/2011 9:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,koima,2/7/2008 14:06,1/12/2010 21:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,ITEN D.H.RECORDS,2/7/2008 14:06,1/10/2011 8:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 718 Inpatient Morbidity And Mortality Monthly FEB 2010.xls,ROOM 37 HIS,Your User Name,1/15/2010 22:37,3/17/2010 6:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/Hospital Administarative Statistics 2011.xls,D. Muania,RECORDS,8/9/2005 5:07,3/21/2011 9:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 718 Inpatient Morbidity And Mortality Monthly  MAY 2010.xls,ROOM 37 HIS,Your User Name,1/15/2010 22:37,6/19/2010 8:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 718 Inpatient Morbidity And Mortality Monthly Decemberr2010.xls,ROOM 37 HIS,RECORDS,1/15/2010 22:37,1/27/2011 7:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,RECORDS,8/10/2005 10:27,3/21/2011 8:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,BENARD,2/7/2008 13:50,7/22/2011 17:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,koima,1/27/2008 13:30,1/13/2010 15:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/Analysis.xls,,HMIS,10/14/1996 23:33,5/19/2008 8:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,RECORDS,2/7/2008 14:06,3/21/2011 6:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 718 Inpatient Morbidity And Mortality Monthly October 2010.xls,ROOM 37 HIS,nascop,1/15/2010 22:37,11/17/2010 19:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 718 Inpatient Morbidity And Mortality Monthly JUNE 2010.xls,ROOM 37 HIS,Your User Name,1/15/2010 22:37,7/15/2010 15:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,ITEN D.H.RECORDS,1/27/2008 13:30,1/12/2011 14:42
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,koima,2/11/2008 10:11,1/12/2010 22:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,asda,1/27/2008 13:30,9/22/2005 23:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 710_Immunization Summary.xls,Robert Wathondu,sam,2/7/2008 14:06,7/1/2009 20:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,owner,1/27/2008 13:30,11/10/2009 23:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,RECORDS,1/29/2010 16:35,1/27/2011 8:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 105_Service Delivery Summary.xls,Robert Wathondu,asda,2/7/2008 13:50,9/22/2005 21:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,asda,2/11/2008 10:11,9/23/2005 0:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,RECORDS,1/27/2008 13:30,2/19/2011 8:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,ITEN D.H.RECORDS,1/27/2008 13:30,1/12/2011 14:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,Your User Name,2/7/2008 13:50,2/23/2010 6:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,asda,1/27/2008 13:30,9/22/2005 23:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,RECORDS,1/29/2010 16:35,3/21/2011 9:27
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 705B_Out Patient Summary_Over 5 years 2009.xls,Robert Wathondu,koima,1/27/2008 13:30,1/13/2010 15:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/INPATIENT ADMINISTRATIVE STATISTICS.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Keiyo/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,KOIMA,2/7/2008 13:50,9/22/2005 22:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,4/14/2011 9:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,Dhrio,2/7/2008 14:06,1/14/2010 7:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Kosgey,2/7/2008 14:06,1/13/2011 14:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,Kosgey,8/10/2005 10:27,9/13/2010 7:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,Kosgey,2/7/2008 13:50,7/14/2011 9:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,Kosgey,8/10/2005 10:27,4/14/2011 8:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary FY09-010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,Dhrio,1/27/2008 13:30,1/14/2010 7:50
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/Analysis.xls,,owner,10/14/1996 23:33,6/12/2009 10:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 718 Inpatient Morbidity And Mortality Monthly Summary 2010.xls,ROOM 37 HIS,Kosgey,1/15/2010 22:37,4/14/2010 7:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Kosgey,2/7/2008 14:06,4/14/2011 8:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/DISTRICT ELDORET WEST WORKLOAD MOH 717.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,1/12/2011 7:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary FY10-11.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,CHEBURET,2/11/2008 10:11,7/2/2010 11:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 710_Immunization Summary.xls,Robert Wathondu,MOH Records,2/7/2008 14:06,11/17/2008 8:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,Dhrio,1/27/2008 13:30,1/14/2010 7:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,Kosgey,1/29/2010 16:35,1/13/2011 14:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Authorised user,2/7/2008 13:50,11/11/2009 19:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/INPATIENT ADMINISTRATIVE STATISTICS 2010.xls,D. Muania,Dhrio,8/9/2005 5:07,2/10/2010 7:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,MOH Records,2/11/2008 10:11,11/17/2008 13:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,Kosgey,1/15/2010 22:37,4/14/2010 7:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,4/14/2011 9:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,1/12/2011 7:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,Kosgey,2/7/2008 13:50,10/21/2010 10:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,Kosgey,1/29/2010 16:35,4/14/2011 9:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,Dhrio,8/9/2005 5:07,2/10/2010 7:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Eldoret West/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,Kosgey,2/7/2008 13:50,8/19/2010 7:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Amref,1/27/2008 13:30,3/12/2011 16:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital adm. ststistics_2010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/LTK Hospital adm. ststistics 2009.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/DEC INPT DATA.xls, , ,1/13/2010 12:06,1/13/2010 12:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 710_Immunization Summary  2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,1/17/2011 11:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 717 WORKLOAD.xls,D. Muania, ,8/10/2005 10:27,10/12/2010 10:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 717 Service Statistics- Workload 2010.xls,D. Muania, ,8/10/2005 10:27,1/17/2011 11:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital adm. ststistics-JUL 10.xls, , ,2/5/2009 12:59,9/10/2010 12:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet, ,2/7/2008 13:50,7/27/2011 9:19
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,Amref,8/10/2005 10:27,3/12/2011 16:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu, ,1/27/2008 13:30,12/16/2009 6:27
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/LOITOKITOK                                          WORKLOAD MOH 717.xls,D. Muania, ,8/10/2005 10:27,12/16/2009 6:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Amref,2/7/2008 14:06,3/12/2011 16:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/NOV INPT DATA.xls, , ,12/16/2009 7:43,12/16/2009 8:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/17/2011 11:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/1.xls,HMIS,User,2/11/2008 10:11,4/1/2010 18:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,CHEBURET,2/11/2008 10:11,7/4/2010 19:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 710_Immunization Summary.xls,Robert Wathondu,sam,2/7/2008 14:06,7/1/2009 20:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu, ,1/27/2008 13:30,12/16/2009 6:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,HMIS,SAMUEL,2/11/2008 10:11,4/3/2011 6:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Ministry of Health,2/7/2008 13:50,5/1/2008 6:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS, ,2/11/2008 10:11,1/15/2009 11:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Amref,1/27/2008 13:30,3/12/2011 16:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/17/2011 11:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711 A (REVISED).xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet, ,2/7/2008 13:50,9/10/2010 11:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/ADMINISTRATIVE STATISTICS.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital adm. ststistics.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,Amref,1/29/2010 16:35,3/12/2011 17:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/Hospital adm. ststistics-JUL 10.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Loitoktok/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet, ,2/7/2008 13:50,7/15/2009 13:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Records,1/27/2008 13:30,3/24/2011 10:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/Service Delivery Summary AOP5.xls,Samuel Cheburet,Records,2/7/2008 13:50,8/19/2010 8:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Samuel,2/7/2008 14:06,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,PHRIO,2/7/2008 13:50,7/28/2011 7:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 705A_OutPatient Summary_Under 5 2010.xls,Robert Wathondu,Records,1/27/2008 13:30,1/11/2011 6:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Records,2/7/2008 14:06,3/24/2011 12:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Teso North/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,Records,1/27/2008 13:30,1/24/2011 8:21
